1.54	1.75261
1.55	1.61803
1.56	1.45794
1.57	1.27485
1.58	1.07165
1.59	0.851559
1.6	0.618034
1.61	0.374763
1.62	0.125581
1.63	-0.125581
1.64	-0.374763
1.65	-0.618034
1.66	-0.851559
1.67	-1.07165
1.68	-1.27485
1.69	-1.45794
1.7	-1.61803
1.71	-1.75261
1.72	-1.85955
1.73	-1.93717
1.74	-1.98423
1.75	-2
1.76	-1.98423
1.77	-1.93717
1.78	-1.85955
1.79	-1.75261
1.8	-1.61803
1.81	-1.45794
1.82	-1.27485
1.83	-1.07165
1.84	-0.851559
1.85	-0.618034
1.86	-0.374763
1.87	-0.125581
1.88	0.125581
1.89	0.374763
1.9	0.618034
1.91	0.851559
1.92	1.07165
1.93	1.27485
1.94	1.45794
1.95	1.61803
1.96	1.75261
1.97	1.85955
1.98	1.93717
1.99	1.98423
2	2
2.01	1.98423
2.02	1.93717
2.03	1.85955
2.04	1.75261
2.05	1.61803
2.06	1.45794
2.07	1.27485
2.08	1.07165
2.09	0.851559
2.1	0.618034
2.11	0.374763
2.12	0.125581
2.13	-0.125581
2.14	-0.374763
2.15	-0.618034
2.16	-0.851559
2.17	-1.07165
2.18	-1.27485
2.19	-1.45794
2.2	-1.61803
2.21	-1.75261
2.22	-1.85955
2.23	-1.93717
2.24	-1.98423
2.25	-2
2.26	-1.98423
2.27	-1.93717
2.28	-1.85955
2.29	-1.75261
2.3	-1.61803
2.31	-1.45794
2.32	-1.27485
2.33	-1.07165
2.34	-0.851559
2.35	-0.618034
2.36	-0.374763
2.37	-0.125581
2.38	0.125581
2.39	0.374763
2.4	0.618034
2.41	0.851559
2.42	1.07165
2.43	1.27485
2.44	1.45794
2.45	1.61803
2.46	1.75261
2.47	1.85955
2.48	1.93717
2.49	1.98423
2.5	2
2.51	1.98423
2.52	1.93717
2.53	1.85955
2.54	1.75261
2.55	1.61803
2.56	1.45794
2.57	1.27485
2.58	1.07165
2.59	0.851559
2.6	0.618034
2.61	0.374763
2.62	0.125581
2.63	-0.125581
2.64	-0.374763
2.65	-0.618034
2.66	-0.851559
2.67	-1.07165
2.68	-1.27485
2.69	-1.45794
2.7	-1.61803
2.71	-1.75261
2.72	-1.85955
2.73	-1.93717
2.74	-1.98423
2.75	-2
2.76	-1.98423
2.77	-1.93717
2.78	-1.85955
2.79	-1.75261
2.8	-1.61803
2.81	-1.45794
2.82	-1.27485
2.83	-1.07165
2.84	-0.851559
2.85	-0.618034
2.86	-0.374763
2.87	-0.125581
2.88	0.125581
2.89	0.374763
2.9	0.618034
2.91	0.851559
2.92	1.07165
2.93	1.27485
2.94	1.45794
2.95	1.61803
2.96	1.75261
2.97	1.85955
2.98	1.93717
2.99	1.98423
3	2
3.01	1.98423
3.02	1.93717
3.03	1.85955
3.04	1.75261
3.05	1.61803
3.06	1.45794
3.07	1.27485
3.08	1.07165
3.09	0.851559
3.1	0.618034
3.11	0.374763
3.12	0.125581
3.13	-0.125581
3.14	-0.374763
3.15	-0.618034
3.16	-0.851559
3.17	-1.07165
3.18	-1.27485
3.19	-1.45794
3.2	-1.61803
3.21	-1.75261
3.22	-1.85955
3.23	-1.93717
3.24	-1.98423
3.25	-2
3.26	-1.98423
3.27	-1.93717
3.28	-1.85955
3.29	-1.75261
3.3	-1.61803
3.31	-1.45794
3.32	-1.27485
3.33	-1.07165
3.34	-0.851559
3.35	-0.618034
3.36	-0.374763
3.37	-0.125581
3.38	0.125581
3.39	0.374763
3.4	0.618034
3.41	0.851559
3.42	1.07165
3.43	1.27485
3.44	1.45794
3.45	1.61803
3.46	1.75261
3.47	1.85955
3.48	1.93717
3.49	1.98423
3.5	2
3.51	1.98423
3.52	1.93717
3.53	1.85955
3.54	1.75261
3.55	1.61803
3.56	1.45794
3.57	1.27485
3.58	1.07165
3.59	0.851559
3.6	0.618034
3.61	0.374763
3.62	0.125581
3.63	-0.125581
3.64	-0.374763
3.65	-0.618034
3.66	-0.851559
3.67	-1.07165
3.68	-1.27485
3.69	-1.45794
3.7	-1.61803
3.71	-1.75261
3.72	-1.85955
3.73	-1.93717
3.74	-1.98423
3.75	-2
3.76	-1.98423
3.77	-1.93717
3.78	-1.85955
3.79	-1.75261
3.8	-1.61803
3.81	-1.45794
3.82	-1.27485
3.83	-1.07165
3.84	-0.851559
3.85	-0.618034
3.86	-0.374763
3.87	-0.125581
3.88	0.125581
3.89	0.374763
3.9	0.618034
3.91	0.851559
3.92	1.07165
3.93	1.27485
3.94	1.45794
3.95	1.61803
3.96	1.75261
3.97	1.85955
3.98	1.93717
3.99	1.98423
4	2
4.01	1.98423
4.02	1.93717
4.03	1.85955
4.04	1.75261
4.05	1.61803
4.06	1.45794
4.07	1.27485
4.08	1.07165
4.09	0.851559
4.1	0.618034
4.11	0.374763
4.12	0.125581
4.13	-0.125581
4.14	-0.374763
4.15	-0.618034
4.16	-0.851559
4.17	-1.07165
4.18	-1.27485
4.19	-1.45794
4.2	-1.61803
4.21	-1.75261
4.22	-1.85955
4.23	-1.93717
4.24	-1.98423
4.25	-2
4.26	-1.98423
4.27	-1.93717
4.28	-1.85955
4.29	-1.75261
4.3	-1.61803
4.31	-1.45794
4.32	-1.27485
4.33	-1.07165
4.34	-0.851559
4.35	-0.618034
4.36	-0.374763
4.37	-0.125581
4.38	0.125581
4.39	0.374763
4.4	0.618034
4.41	0.851559
4.42	1.07165
4.43	1.27485
4.44	1.45794
4.45	1.61803
4.46	1.75261
4.47	1.85955
4.48	1.93717
4.49	1.98423
4.5	2
4.51	1.98423
4.52	1.93717
4.53	1.85955
4.54	1.75261
4.55	1.61803
4.56	1.45794
4.57	1.27485
4.58	1.07165
4.59	0.851559
4.6	0.618034
4.61	0.374763
4.62	0.125581
4.63	-0.125581
4.64	-0.374763
4.65	-0.618034
4.66	-0.851559
4.67	-1.07165
4.68	-1.27485
4.69	-1.45794
4.7	-1.61803
4.71	-1.75261
4.72	-1.85955
4.73	-1.93717
4.74	-1.98423
4.75	-2
4.76	-1.98423
4.77	-1.93717
4.78	-1.85955
4.79	-1.75261
4.8	-1.61803
4.81	-1.45794
4.82	-1.27485
4.83	-1.07165
4.84	-0.851559
4.85	-0.618034
4.86	-0.374763
4.87	-0.125581
4.88	0.125581
4.89	0.374763
4.9	0.618034
4.91	0.851559
4.92	1.07165
4.93	1.27485
4.94	1.45794
4.95	1.61803
4.96	1.75261
4.97	1.85955
4.98	1.93717
4.99	1.98423
5	2
5.01	1.98423
5.02	1.93717
5.03	1.85955
5.04	1.75261
5.05	1.61803
5.06	1.45794
5.07	1.27485
5.08	1.07165
5.09	0.851559
5.1	0.618034
5.11	0.374763
5.12	0.125581
5.13	-0.125581
5.14	-0.374763
5.15	-0.618034
5.16	-0.851559
5.17	-1.07165
5.18	-1.27485
5.19	-1.45794
5.2	-1.61803
5.21	-1.75261
5.22	-1.85955
5.23	-1.93717
5.24	-1.98423
5.25	-2
5.26	-1.98423
5.27	-1.93717
5.28	-1.85955
5.29	-1.75261
5.3	-1.61803
5.31	-1.45794
5.32	-1.27485
5.33	-1.07165
5.34	-0.851559
5.35	-0.618034
5.36	-0.374763
5.37	-0.125581
5.38	0.125581
5.39	0.374763
5.4	0.618034
5.41	0.851559
5.42	1.07165
5.43	1.27485
5.44	1.45794
5.45	1.61803
5.46	1.75261
5.47	1.85955
5.48	1.93717
5.49	1.98423
5.5	2
5.51	1.98423
5.52	1.93717
5.53	1.85955
5.54	1.75261
5.55	1.61803
5.56	1.45794
5.57	1.27485
5.58	1.07165
5.59	0.851559
5.6	0.618034
5.61	0.374763
5.62	0.125581
5.63	-0.125581
5.64	-0.374763
5.65	-0.618034
5.66	-0.851559
5.67	-1.07165
5.68	-1.27485
5.69	-1.45794
5.7	-1.61803
5.71	-1.75261
5.72	-1.85955
5.73	-1.93717
5.74	-1.98423
5.75	-2
5.76	-1.98423
5.77	-1.93717
5.78	-1.85955
5.79	-1.75261
5.8	-1.61803
5.81	-1.45794
5.82	-1.27485
5.83	-1.07165
5.84	-0.851559
5.85	-0.618034
5.86	-0.374763
5.87	-0.125581
5.88	0.125581
5.89	0.374763
5.9	0.618034
5.91	0.851559
5.92	1.07165
5.93	1.27485
5.94	1.45794
5.95	1.61803
5.96	1.75261
5.97	1.85955
5.98	1.93717
5.99	1.98423
6	2
6.01	1.98423
6.02	1.93717
6.03	1.85955
6.04	1.75261
6.05	1.61803
6.06	1.45794
6.07	1.27485
6.08	1.07165
6.09	0.851559
6.1	0.618034
6.11	0.374763
6.12	0.125581
6.13	-0.125581
6.14	-0.374763
6.15	-0.618034
6.16	-0.851559
6.17	-1.07165
6.18	-1.27485
6.19	-1.45794
6.2	-1.61803
6.21	-1.75261
6.22	-1.85955
6.23	-1.93717
6.24	-1.98423
6.25	-2
6.26	-1.98423
6.27	-1.93717
6.28	-1.85955
6.29	-1.75261
6.3	-1.61803
6.31	-1.45794
6.32	-1.27485
6.33	-1.07165
6.34	-0.851559
6.35	-0.618034
6.36	-0.374763
6.37	-0.125581
6.38	0.125581
6.39	0.374763
6.4	0.618034
6.41	0.851559
6.42	1.07165
6.43	1.27485
6.44	1.45794
6.45	1.61803
6.46	1.75261
6.47	1.85955
6.48	1.93717
6.49	1.98423
6.5	2
6.51	1.98423
6.52	1.93717
6.53	1.85955
6.54	1.75261
6.55	1.61803
6.56	1.45794
6.57	1.27485
6.58	1.07165
6.59	0.851559
6.6	0.618034
6.61	0.374763
6.62	0.125581
6.63	-0.125581
6.64	-0.374763
6.65	-0.618034
6.66	-0.851559
6.67	-1.07165
6.68	-1.27485
6.69	-1.45794
6.7	-1.61803
6.71	-1.75261
6.72	-1.85955
6.73	-1.93717
6.74	-1.98423
6.75	-2
6.76	-1.98423
6.77	-1.93717
6.78	-1.85955
6.79	-1.75261
6.8	-1.61803
6.81	-1.45794
6.82	-1.27485
6.83	-1.07165
6.84	-0.851559
6.85	-0.618034
6.86	-0.374763
6.87	-0.125581
6.88	0.125581
6.89	0.374763
6.9	0.618034
6.91	0.851559
6.92	1.07165
6.93	1.27485
6.94	1.45794
6.95	1.61803
6.96	1.75261
6.97	1.85955
6.98	1.93717
6.99	1.98423
7	2
7.01	1.98423
7.02	1.93717
7.03	1.85955
7.04	1.75261
7.05	1.61803
7.06	1.45794
7.07	1.27485
7.08	1.07165
7.09	0.851559
7.1	0.618034
7.11	0.374763
7.12	0.125581
7.13	-0.125581
7.14	-0.374763
7.15	-0.618034
7.16	-0.851559
7.17	-1.07165
7.18	-1.27485
7.19	-1.45794
7.2	-1.61803
7.21	-1.75261
7.22	-1.85955
7.23	-1.93717
7.24	-1.98423
7.25	-2
7.26	-1.98423
7.27	-1.93717
7.28	-1.85955
7.29	-1.75261
7.3	-1.61803
7.31	-1.45794
7.32	-1.27485
7.33	-1.07165
7.34	-0.851559
7.35	-0.618034
7.36	-0.374763
7.37	-0.125581
7.38	0.125581
7.39	0.374763
7.4	0.618034
7.41	0.851559
7.42	1.07165
7.43	1.27485
7.44	1.45794
7.45	1.61803
7.46	1.75261
7.47	1.85955
7.48	1.93717
7.49	1.98423
7.5	2
7.51	1.98423
7.52	1.93717
7.53	1.85955
7.54	1.75261
7.55	1.61803
7.56	1.45794
7.57	1.27485
7.58	1.07165
7.59	0.851559
7.6	0.618034
7.61	0.374763
7.62	0.125581
7.63	-0.125581
7.64	-0.374763
7.65	-0.618034
7.66	-0.851559
7.67	-1.07165
7.68	-1.27485
7.69	-1.45794
7.7	-1.61803
7.71	-1.75261
7.72	-1.85955
7.73	-1.93717
7.74	-1.98423
7.75	-2
7.76	-1.98423
7.77	-1.93717
7.78	-1.85955
7.79	-1.75261
7.8	-1.61803
7.81	-1.45794
7.82	-1.27485
7.83	-1.07165
7.84	-0.851559
7.85	-0.618034
7.86	-0.374763
7.87	-0.125581
7.88	0.125581
7.89	0.374763
7.9	0.618034
7.91	0.851559
7.92	1.07165
7.93	1.27485
7.94	1.45794
7.95	1.61803
7.96	1.75261
7.97	1.85955
7.98	1.93717
7.99	1.98423
8	2
8.01	1.98423
8.02	1.93717
8.03	1.85955
8.04	1.75261
8.05	1.61803
8.06	1.45794
8.07	1.27485
8.08	1.07165
8.09	0.851559
8.1	0.618034
8.11	0.374763
8.12	0.125581
8.13	-0.125581
8.14	-0.374763
8.15	-0.618034
8.16	-0.851559
8.17	-1.07165
8.18	-1.27485
8.19	-1.45794
8.2	-1.61803
8.21	-1.75261
8.22	-1.85955
8.23	-1.93717
8.24	-1.98423
8.25	-2
8.26	-1.98423
8.27	-1.93717
8.28	-1.85955
8.29	-1.75261
8.3	-1.61803
8.31	-1.45794
8.32	-1.27485
8.33	-1.07165
8.34	-0.851559
8.35	-0.618034
8.36	-0.374763
8.37	-0.125581
8.38	0.125581
8.39	0.374763
8.4	0.618034
8.41	0.851559
8.42	1.07165
8.43	1.27485
8.44	1.45794
8.45	1.61803
8.46	1.75261
8.47	1.85955
8.48	1.93717
8.49	1.98423
8.5	2
8.51	1.98423
8.52	1.93717
8.53	1.85955
8.54	1.75261
8.55	1.61803
8.56	1.45794
8.57	1.27485
8.58	1.07165
8.59	0.851559
8.6	0.618034
8.61	0.374763
8.62	0.125581
8.63	-0.125581
8.64	-0.374763
8.65	-0.618034
8.66	-0.851559
8.67	-1.07165
8.68	-1.27485
8.69	-1.45794
8.7	-1.61803
8.71	-1.75261
8.72	-1.85955
8.73	-1.93717
8.74	-1.98423
8.75	-2
8.76	-1.98423
8.77	-1.93717
8.78	-1.85955
8.79	-1.75261
8.8	-1.61803
8.81	-1.45794
8.82	-1.27485
8.83	-1.07165
8.84	-0.851559
8.85	-0.618034
8.86	-0.374763
8.87	-0.125581
8.88	0.125581
8.89	0.374763
8.9	0.618034
8.91	0.851559
8.92	1.07165
8.93	1.27485
8.94	1.45794
8.95	1.61803
8.96	1.75261
8.97	1.85955
8.98	1.93717
8.99	1.98423
9	2
9.01	1.98423
9.02	1.93717
9.03	1.85955
9.04	1.75261
9.05	1.61803
9.06	1.45794
9.07	1.27485
9.08	1.07165
9.09	0.851559
9.1	0.618034
9.11	0.374763
9.12	0.125581
9.13	-0.125581
9.14	-0.374763
9.15	-0.618034
9.16	-0.851559
9.17	-1.07165
9.18	-1.27485
9.19	-1.45794
9.2	-1.61803
9.21	-1.75261
9.22	-1.85955
9.23	-1.93717
9.24	-1.98423
9.25	-2
9.26	-1.98423
9.27	-1.93717
9.28	-1.85955
9.29	-1.75261
9.3	-1.61803
9.31	-1.45794
9.32	-1.27485
9.33	-1.07165
9.34	-0.851559
9.35	-0.618034
9.36	-0.374763
9.37	-0.125581
9.38	0.125581
9.39	0.374763
9.4	0.618034
9.41	0.851559
9.42	1.07165
9.43	1.27485
9.44	1.45794
9.45	1.61803
9.46	1.75261
9.47	1.85955
9.48	1.93717
9.49	1.98423
9.5	2
9.51	1.98423
9.52	1.93717
9.53	1.85955
9.54	1.75261
9.55	1.61803
9.56	1.45794
9.57	1.27485
9.58	1.07165
9.59	0.851559
9.6	0.618034
9.61	0.374763
9.62	0.125581
9.63	-0.125581
9.64	-0.374763
9.65	-0.618034
9.66	-0.851559
9.67	-1.07165
9.68	-1.27485
9.69	-1.45794
9.7	-1.61803
9.71	-1.75261
9.72	-1.85955
9.73	-1.93717
9.74	-1.98423
9.75	-2
9.76	-1.98423
9.77	-1.93717
9.78	-1.85955
9.79	-1.75261
9.8	-1.61803
9.81	-1.45794
9.82	-1.27485
9.83	-1.07165
9.84	-0.851559
9.85	-0.618034
9.86	-0.374763
9.87	-0.125581
9.88	0.125581
9.89	0.374763
9.9	0.618034
9.91	0.851559
9.92	1.07165
9.93	1.27485
9.94	1.45794
9.95	1.61803
9.96	1.75261
9.97	1.85955
9.98	1.93717
9.99	1.98423
